experiment_number,model,dataset,model_family,dataset_type,timestamp,accuracy,f1_score,auprc,status,time_per_epoch_seconds,peak_gpu_memory_mb,peak_gpu_memory_gb,flops_per_epoch,total_gflops,epochs_completed,total_training_time,total_runtime,accuracy_per_second,flops_efficiency,memory_efficiency,time_efficiency,gflops_per_second,avg_gpu_memory_mb,avg_gpu_utilization_percent,avg_gpu_temperature_c,monitoring_samples_collected,performance_class,runtime_class,memory_class,computational_intensity,estimated_energy_kwh,energy_efficiency,config_name,component_category,trial_number,description
11,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004385275840759277,200,0.1953125,28858182753.972576,28.858182753972574,25,0.10963189601898193,0.21926379203796387,0.0,0.0,0.0,0.0,131.61399100940477,140.0,18.68991035552031,54.775063208357366,0,very_poor,very_fast,low,medium,2.4362643559773767e-08,0.0,both_amc,two_component,2,Both AMC losses (no temperature)
12,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004774432182312011,200,0.1953125,31367022253.471226,31.367022253471227,25,0.11936080455780028,0.23872160911560059,0.0,0.0,0.0,0.0,131.39582281502547,140.0,14.93797781027178,56.97816908332441,0,very_poor,very_fast,low,medium,2.6524623235066734e-08,0.0,both_amc,two_component,3,Both AMC losses (no temperature)
13,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004819436073303223,200,0.1953125,37646785528.5137,37.6467855285137,25,0.12048590183258057,0.24097180366516113,0.0,0.0,0.0,0.0,156.22900669667249,140.0,8.560158590153499,58.89392739016958,0,very_poor,very_fast,low,medium,2.677464485168457e-08,0.0,instance_with_temp,two_component,1,Instance AMC + temperature scheduling
14,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.005525503158569336,200,0.1953125,31758096593.775257,31.758096593775257,25,0.1381375789642334,0.2762751579284668,0.0,0.0,0.0,0.0,114.95096711517606,140.0,5.3406405323192425,63.93165709353917,0,very_poor,very_fast,low,medium,3.0697239769829646e-08,0.0,instance_with_temp,two_component,2,Instance AMC + temperature scheduling
15,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.005441875457763672,200,0.1953125,32236148200.62489,32.23614820062489,25,0.1360468864440918,0.2720937728881836,0.0,0.0,0.0,0.0,118.47440629915582,140.0,5.446950426383071,54.99599102595282,0,very_poor,very_fast,low,medium,3.0232641432020405e-08,0.0,instance_with_temp,two_component,3,Instance AMC + temperature scheduling
16,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0043949556350708005,200,0.1953125,28645794363.361443,28.645794363361443,25,0.10987389087677002,0.21974778175354004,0.0,0.0,0.0,0.0,130.3576042259638,140.0,17.10899283355507,60.4908255414268,0,very_poor,very_fast,low,medium,2.4416420194837784e-08,0.0,temporal_with_temp,two_component,1,Temporal AMC + temperature scheduling
17,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004397821426391601,200,0.1953125,34482395478.67312,34.48239547867312,25,0.10994553565979004,0.21989107131958008,0.0,0.0,0.0,0.0,156.8158055338132,140.0,6.187859519312173,60.08987666883008,0,very_poor,very_fast,low,medium,2.443234125773112e-08,0.0,temporal_with_temp,two_component,2,Temporal AMC + temperature scheduling
18,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0048369550704956054,200,0.1953125,21218379186.58489,21.218379186584887,25,0.12092387676239014,0.24184775352478027,0.0,0.0,0.0,0.0,87.73444812837926,140.0,13.477408590488412,53.20729713721371,0,very_poor,very_fast,low,low,2.687197261386448e-08,0.0,temporal_with_temp,two_component,3,Temporal AMC + temperature scheduling
19,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004389214515686035,200,0.1953125,28611323233.955994,28.611323233955993,25,0.10973036289215088,0.21946072578430176,0.0,0.0,0.0,0.0,130.37104079422755,140.0,15.850457214706514,61.35883751172284,0,very_poor,very_fast,low,medium,2.438452508714464e-08,0.0,full_timehut,full_timehut,1,Full TimeHUT (all components)
20,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.00458336353302002,200,0.1953125,28435972189.40682,28.43597218940682,25,0.11458408832550049,0.22916817665100098,0.0,0.0,0.0,0.0,124.08342469256459,140.0,12.72957094289455,47.6871574491201,0,very_poor,very_fast,low,medium,2.546313073900011e-08,0.0,full_timehut,full_timehut,2,Full TimeHUT (all components)
21,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.00444150447845459,200,0.1953125,25540665538.529667,25.540665538529666,25,0.11103761196136475,0.2220752239227295,0.0,0.0,0.0,0.0,115.00907254478993,140.0,13.239734530561728,58.30517064532983,0,very_poor,very_fast,low,medium,2.467502488030328e-08,0.0,full_timehut,full_timehut,3,Full TimeHUT (all components)
22,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004398932456970215,200,0.1953125,24023114303.092957,24.023114303092957,25,0.10997331142425537,0.21994662284851074,0.0,0.0,0.0,0.0,109.22247403470699,140.0,19.19151326236876,55.71376325056626,0,very_poor,very_fast,low,low,2.4438513649834523e-08,0.0,scheduler_linear,temperature_scheduler,1,Temperature scheduler: linear
23,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0047672843933105466,200,0.1953125,28459137796.925148,28.459137796925148,25,0.11918210983276366,0.23836421966552734,0.0,0.0,0.0,0.0,119.39349721555948,140.0,17.123835342554884,62.711405948638706,0,very_poor,very_fast,low,medium,2.6484913296169706e-08,0.0,scheduler_linear,temperature_scheduler,2,Temperature scheduler: linear
24,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004480123519897461,200,0.1953125,26369091949.36207,26.36909194936207,25,0.11200308799743652,0.22400617599487305,0.0,0.0,0.0,0.0,117.71591489497858,140.0,6.695877041286056,60.46015177877114,0,very_poor,very_fast,low,medium,2.488957511054145e-08,0.0,scheduler_linear,temperature_scheduler,3,Temperature scheduler: linear
25,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004384231567382812,200,0.1953125,35205372826.216156,35.205372826216156,25,0.10960578918457031,0.21921157836914062,0.0,0.0,0.0,0.0,160.59996961899606,140.0,18.076148279815687,50.50540558680004,0,very_poor,very_fast,low,medium,2.435684204101563e-08,0.0,scheduler_cosine,temperature_scheduler,1,Temperature scheduler: cosine
26,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0047379636764526365,200,0.1953125,26433404196.46635,26.433404196466352,25,0.11844909191131592,0.23689818382263184,0.0,0.0,0.0,0.0,111.58128682091257,140.0,9.78730379638583,64.49882664483648,0,very_poor,very_fast,low,medium,2.632202042473687e-08,0.0,scheduler_cosine,temperature_scheduler,2,Temperature scheduler: cosine
27,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004427037239074707,200,0.1953125,27278101017.555885,27.278101017555887,25,0.11067593097686768,0.22135186195373535,0.0,0.0,0.0,0.0,123.23411593102962,140.0,7.435589929814039,57.826738817778946,0,very_poor,very_fast,low,medium,2.459465132819282e-08,0.0,scheduler_cosine,temperature_scheduler,3,Temperature scheduler: cosine
28,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004403243064880371,200,0.1953125,33471037216.79859,33.47103721679859,25,0.11008107662200928,0.22016215324401855,0.0,0.0,0.0,0.0,152.02902371553702,140.0,19.763674421951553,62.86348731843422,0,very_poor,very_fast,low,medium,2.446246147155762e-08,0.0,scheduler_exponential,temperature_scheduler,1,Temperature scheduler: exponential
29,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004459366798400879,200,0.1953125,31545338775.174797,31.5453387751748,25,0.11148416996002196,0.22296833992004395,0.0,0.0,0.0,0.0,141.47900453708766,140.0,7.37670882481075,64.21602185452129,0,very_poor,very_fast,low,medium,2.4774259991115995e-08,0.0,scheduler_exponential,temperature_scheduler,2,Temperature scheduler: exponential
30,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004431791305541992,200,0.1953125,27959473736.47729,27.959473736477293,25,0.1107947826385498,0.2215895652770996,0.0,0.0,0.0,0.0,126.17685179134557,140.0,6.07463712080467,59.48032535912648,0,very_poor,very_fast,low,medium,2.4621062808566623e-08,0.0,scheduler_exponential,temperature_scheduler,3,Temperature scheduler: exponential
31,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004421486854553223,200,0.1953125,34226278538.797157,34.22627853879716,25,0.11053717136383058,0.22107434272766113,0.0,0.0,0.0,0.0,154.81795904719758,140.0,12.50836581456514,48.74867884815226,0,very_poor,very_fast,low,medium,2.4563815858629015e-08,0.0,scheduler_sigmoid,temperature_scheduler,1,Temperature scheduler: sigmoid
32,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004449377059936524,200,0.1953125,31800703604.31506,31.80070360431506,25,0.11123442649841309,0.22246885299682617,0.0,0.0,0.0,0.0,142.9445208888129,140.0,10.227608984504954,54.93830317882363,0,very_poor,very_fast,low,medium,2.47187614440918e-08,0.0,scheduler_sigmoid,temperature_scheduler,2,Temperature scheduler: sigmoid
33,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0046782255172729496,200,0.1953125,34909111547.428444,34.909111547428445,25,0.11695563793182374,0.23391127586364746,0.0,0.0,0.0,0.0,149.24082397711263,140.0,11.628931256472047,63.73372612969776,0,very_poor,very_fast,low,medium,2.59901417626275e-08,0.0,scheduler_sigmoid,temperature_scheduler,3,Temperature scheduler: sigmoid
34,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004433813095092773,200,0.1953125,33211580472.41656,33.211580472416564,25,0.11084532737731932,0.22169065475463867,0.0,0.0,0.0,0.0,149.8104667929023,140.0,16.793756027806893,48.15542709713769,0,very_poor,very_fast,low,medium,2.4632294972737632e-08,0.0,scheduler_polynomial,temperature_scheduler,1,Temperature scheduler: polynomial
35,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0044293546676635745,200,0.1953125,37638569023.61336,37.63856902361336,25,0.11073386669158937,0.2214677333831787,0.0,0.0,0.0,0.0,169.95057676637668,140.0,19.124706711499336,61.15193571594552,0,very_poor,very_fast,low,medium,2.4607525931464303e-08,0.0,scheduler_polynomial,temperature_scheduler,2,Temperature scheduler: polynomial
36,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004390716552734375,200,0.1953125,34446255222.30536,34.44625522230536,25,0.10976791381835938,0.21953582763671875,0.0,0.0,0.0,0.0,156.9049370807301,140.0,8.011960501469172,55.87573638041647,0,very_poor,very_fast,low,medium,2.4392869737413196e-08,0.0,scheduler_polynomial,temperature_scheduler,3,Temperature scheduler: polynomial
37,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004399328231811523,200,0.1953125,26288039618.4621,26.2880396184621,25,0.10998320579528809,0.21996641159057617,0.0,0.0,0.0,0.0,119.50933521337826,140.0,15.679561993382308,55.8446517783016,0,very_poor,very_fast,low,medium,2.444071239895291e-08,0.0,scheduler_no_scheduling,temperature_scheduler,1,Temperature scheduler: no_scheduling
38,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004425268173217773,200,0.1953125,31316195078.6808,31.316195078680803,25,0.11063170433044432,0.22126340866088867,0.0,0.0,0.0,0.0,141.5335471337533,140.0,17.327313137969163,60.88431276587643,0,very_poor,very_fast,low,medium,2.458482318454319e-08,0.0,scheduler_no_scheduling,temperature_scheduler,2,Temperature scheduler: no_scheduling
39,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004423737525939941,200,0.1953125,30569434316.324276,30.569434316324276,25,0.11059343814849854,0.22118687629699707,0.0,0.0,0.0,0.0,138.20636571257234,140.0,16.887286972044002,54.03194262147484,0,very_poor,very_fast,low,medium,2.4576319588555235e-08,0.0,scheduler_no_scheduling,temperature_scheduler,3,Temperature scheduler: no_scheduling
