experiment_number,model,dataset,model_family,dataset_type,timestamp,accuracy,f1_score,auprc,status,time_per_epoch_seconds,peak_gpu_memory_mb,peak_gpu_memory_gb,flops_per_epoch,total_gflops,epochs_completed,total_training_time,total_runtime,accuracy_per_second,flops_efficiency,memory_efficiency,time_efficiency,gflops_per_second,avg_gpu_memory_mb,avg_gpu_utilization_percent,avg_gpu_temperature_c,monitoring_samples_collected,performance_class,runtime_class,memory_class,computational_intensity,estimated_energy_kwh,energy_efficiency,config_name,component_category,trial_number,description
11,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16686878681182862,945.8874758216679,0.9237182381070975,50459302542.71726,50.45930254271726,50,8.34343934059143,8.34343934059143,0.11671445794091091,0.019298720967766282,1.0542175739601407,5.835722897045545,6.047782033630799,662.1212330751674,24.678778412964647,59.89806981912107,12,excellent,very_fast,low,high,4.38441932085735e-06,222104.6685401383,both_amc,two_component,2,Both AMC losses (no temperature)
12,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16853334426879882,923.4591912146341,0.9018156164205411,57534945703.984406,57.534945703984405,50,8.426667213439941,8.426667213439941,0.11556170136241496,0.01692536575962324,1.0798216201502222,5.778085068120749,6.82772254399939,646.4214338502438,21.731959233874306,53.04795238332282,12,excellent,very_fast,low,high,4.323157383087845e-06,225252.03542427052,both_amc,two_component,3,Both AMC losses (no temperature)
13,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16771482467651366,989.8774903332558,0.9666772366535701,50276973868.95262,50.27697386895262,50,8.385741233825684,8.385741233825684,0.11612569155747009,0.019368707483036235,1.007368295307219,5.806284577873504,5.99553127947112,692.914243233279,22.314942369721173,60.66576139113144,12,excellent,very_fast,low,high,4.611586937290816e-06,211163.75192355833,instance_with_temp,two_component,1,Instance AMC + temperature scheduling
14,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16939310550689698,786.0353853106626,0.767612680967444,61495694765.31219,61.49569476531219,50,8.469655275344849,8.469655275344849,0.11497516349156855,0.01583525486973261,1.2686085367593098,5.748758174578427,7.260708112209247,550.2247697174638,42.32573034303009,59.24968988318534,12,excellent,very_fast,low,high,3.698582637668986e-06,263290.04794488865,instance_with_temp,two_component,2,Instance AMC + temperature scheduling
15,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16837135791778565,930.7411805682524,0.908926934148684,51111552501.57253,51.11155250157253,50,8.418567895889282,8.418567895889282,0.11567288071353544,0.01905244416064332,1.0713732462027623,5.7836440356767715,6.071288268225512,651.5188263977766,42.48627970738649,56.0542554481678,12,excellent,very_fast,low,high,4.353059901174433e-06,223704.70935565897,instance_with_temp,two_component,3,Instance AMC + temperature scheduling
16,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16568821907043457,1010.6365393585846,0.9869497454673678,62344410295.9938,62.3444102959938,50,8.284410953521729,8.284410953521729,0.11754607605336559,0.015619684192643259,0.9866763778725727,5.877303802668279,7.525509133451545,707.4455775510093,22.715559877507374,61.44887311906145,12,excellent,very_fast,low,high,4.651404675939751e-06,209356.11236690718,temporal_with_temp,two_component,1,Temporal AMC + temperature scheduling
17,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.1693659782409668,929.912535398315,0.908117710349917,54517064605.57217,54.517064605572166,50,8.46829891204834,8.46829891204834,0.11499357900729251,0.017862297008200773,1.072327947028777,5.7496789503646255,6.437782271479291,650.9387747788204,20.774467985694532,46.68678290882774,12,excellent,very_fast,low,high,4.374876284340924e-06,222589.1514888182,temporal_with_temp,two_component,2,Temporal AMC + temperature scheduling
18,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.1708024787902832,953.0913787609046,0.9307532995711959,59733385444.724594,59.7333854447246,50,8.54012393951416,8.54012393951416,0.11402644819875982,0.016302441134884677,1.0462493127326393,5.70132240993799,6.994440112086099,667.1639651326332,41.20039394268577,56.772058424749915,12,excellent,very_fast,low,high,4.5219547223892e-06,215349.34774523514,temporal_with_temp,two_component,3,Temporal AMC + temperature scheduling
19,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16537338256835937,908.6035861512314,0.8873081896008119,57744035760.31053,57.74403576031053,50,8.268669128417969,8.268669128417969,0.11776985931789431,0.016864079331797004,1.0974766280902915,5.888492965894716,6.98347398638245,636.0225103058619,21.817812635328146,58.62499861562587,12,excellent,very_fast,low,high,4.173856901543635e-06,233309.38816801683,full_timehut,full_timehut,1,Full TimeHUT (all components)
20,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.1680591869354248,987.7488235198175,0.9645984604685718,54179145115.81117,54.179145115811174,50,8.40295934677124,8.40295934677124,0.11588774380708788,0.01797370552670117,1.009539243434992,5.794387190354394,6.447626708634383,691.4241764638722,30.712534345760258,58.214697678080896,12,excellent,very_fast,low,high,4.611118449365637e-06,211185.20608247834,full_timehut,full_timehut,2,Full TimeHUT (all components)
21,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16833219051361084,906.0781230529483,0.8848419170438948,62392104925.65411,62.39210492565412,50,8.416609525680542,8.416609525680542,0.1156997953901469,0.015607743979152034,1.1005355660062974,5.7849897695073444,7.41297368438977,634.2546861370638,34.04599930596555,51.018153332503395,12,excellent,very_fast,low,high,4.236725423054551e-06,229847.32376117018,full_timehut,full_timehut,3,Full TimeHUT (all components)
22,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.17156683921813964,925.2717345934066,0.9035856783138736,52435797866.64204,52.435797866642034,50,8.578341960906982,8.578341960906982,0.11351844032772049,0.018571282208323183,1.0777063242272156,5.675922016386024,6.112579576053416,647.6902142153846,36.006463138643824,62.28947248988713,12,excellent,very_fast,low,high,4.4096096367243384e-06,220835.8744252436,scheduler_linear,temperature_scheduler,1,Temperature scheduler: linear
23,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.17843039512634276,944.7188909005864,0.9225770418951039,49862284897.67841,49.862284897678414,50,8.921519756317139,8.921519756317139,0.10915180670989076,0.01952979094316113,1.0555216050029566,5.4575903354945385,5.588990021837029,661.3032236304105,40.657697344481534,53.40417673668289,13,excellent,very_fast,low,medium,4.68240458296422e-06,207970.06810196032,scheduler_linear,temperature_scheduler,2,Temperature scheduler: linear
24,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.17633673191070556,928.8261844258728,0.9070568207283914,58448426831.9546,58.4484268319546,50,8.816836595535278,8.816836595535278,0.11044777675624821,0.016660841921370746,1.0735821370242407,5.522388837812411,6.629183403665671,650.1783290981109,35.275361733759574,48.809828446206886,13,excellent,very_fast,low,high,4.549615940965243e-06,214040.04483802637,scheduler_linear,temperature_scheduler,3,Temperature scheduler: linear
25,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.18404991626739503,1083.686684882122,1.0582877782051974,56740193211.253044,56.74019321125304,50,9.202495813369751,9.202495813369751,0.10581911904651178,0.017162437152344247,0.9201655920580654,5.290955952325589,6.165739638677003,758.5806794174854,34.333869464807066,64.93032023760901,13,excellent,very_fast,medium,high,5.540345655906818e-06,175765.20680831294,scheduler_cosine,temperature_scheduler,1,Temperature scheduler: cosine
26,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.18495057582855223,973.1948016059318,0.9503855484432928,55178036524.66825,55.17803652466825,50,9.247528791427612,9.247528791427612,0.10530380839719095,0.017648326423587882,1.024636792504957,5.265190419859548,5.9667872108511695,681.2363611241523,25.584393250887445,49.95725193375561,13,excellent,very_fast,low,high,4.999803859732521e-06,194767.6403554151,scheduler_cosine,temperature_scheduler,2,Temperature scheduler: cosine
27,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.17907368183135985,897.2964786620124,0.8762660924433715,55513011738.807465,55.513011738807464,50,8.953684091567993,8.953684091567993,0.10875970048095203,0.01754183333777306,1.1113062668951001,5.4379850240476015,6.200019028043,628.1075350634087,46.53264152043168,49.751986873807375,13,excellent,very_fast,low,high,4.463394003564466e-06,218174.7789288428,scheduler_cosine,temperature_scheduler,3,Temperature scheduler: cosine
28,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.17759815692901612,944.4740515925035,0.9223379410083042,55057939117.453186,55.05793911745319,50,8.879907846450806,8.879907846450806,0.10966330020972193,0.01768682256563629,1.0557952315562744,5.483165010486096,6.200282713458473,661.1318361147524,23.243916800948433,62.79902833688831,13,excellent,very_fast,low,high,4.659356967503031e-06,208998.7967850129,scheduler_exponential,temperature_scheduler,1,Temperature scheduler: exponential
29,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.1718531847000122,940.6014452598645,0.9185560988865864,56946100003.79741,56.94610000379741,50,8.59265923500061,8.59265923500061,0.11332929345474398,0.017100380885347072,1.06014210909968,5.666464672737199,6.627296445300424,658.421011681905,22.05836745172119,57.39604342921876,12,excellent,very_fast,low,high,4.49014871948172e-06,216874.7765023698,scheduler_exponential,temperature_scheduler,2,Temperature scheduler: exponential
30,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.17397589206695557,994.4632749288721,0.9711555419227267,58142012885.811134,58.142012885811134,50,8.698794603347778,8.698794603347778,0.11194654482647835,0.016748646145301315,1.002723001582257,5.597327241323917,6.683916052395911,696.1242924502104,34.04900786056703,62.26558854013054,13,excellent,very_fast,low,high,4.805906538432684e-06,202625.66327758395,scheduler_exponential,temperature_scheduler,3,Temperature scheduler: exponential
31,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.1697586441040039,1008.2828825606131,0.9846512525005987,62039897170.46483,62.039897170464826,50,8.487932205200195,8.487932205200195,0.114727589294763,0.01569635096789932,0.9889795981338153,5.73637946473815,7.309188583346085,705.7980177924292,23.473026173398996,52.4928294577075,12,excellent,very_fast,low,high,4.754575972687953e-06,204813.2169080625,scheduler_sigmoid,temperature_scheduler,1,Temperature scheduler: sigmoid
32,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.1712583589553833,1008.0630037644064,0.9844365271136781,54213837001.0536,54.2138370010536,50,8.562917947769165,8.562917947769165,0.11372291617645326,0.01796220400303109,0.9891953144558097,5.686145808822664,6.3312339709126295,705.6441026350844,24.442808125399274,59.77577655496693,12,excellent,very_fast,low,high,4.795533770786851e-06,203063.9437745465,scheduler_sigmoid,temperature_scheduler,2,Temperature scheduler: sigmoid
33,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16797429084777832,957.9713264024724,0.9355188734399145,48958233871.81181,48.958233871811814,50,8.398714542388916,8.398714542388916,0.11594631477057131,0.019890423387202188,1.040919673185561,5.797315738528566,5.8292532297312984,670.5799284817307,45.82290924065286,54.132833333215586,12,excellent,very_fast,low,medium,4.469848727915579e-06,217859.72172130115,scheduler_sigmoid,temperature_scheduler,3,Temperature scheduler: sigmoid
34,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16530630588531495,970.6754286194326,0.9479252232611647,52686019197.1496,52.6860191971496,50,8.265315294265747,8.265315294265747,0.1178176470382922,0.018483081751841372,1.0272962213726289,5.89088235191461,6.374350804705749,679.4728000336028,27.440873998815473,64.45062357402837,12,excellent,very_fast,low,high,4.4571880366311985e-06,218478.5546395774,scheduler_polynomial,temperature_scheduler,1,Temperature scheduler: polynomial
35,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.17022212505340575,1015.4181737833368,0.9916193103352898,46917270890.03314,46.917270890033144,50,8.511106252670288,8.511106252670288,0.11441520891534851,0.020755682961236966,0.9820300894208437,5.720760445767426,5.512476227789219,710.7927216483357,47.73964805895353,64.09386192770756,12,excellent,very_fast,low,medium,4.80129553775689e-06,202820.2580620455,scheduler_polynomial,temperature_scheduler,2,Temperature scheduler: polynomial
36,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16825899124145507,930.7549494392376,0.9089403803117555,51568335187.87042,51.568335187870424,50,8.412949562072754,8.412949562072754,0.11575012934703467,0.018883681166985803,1.0713573971331303,5.787506467351734,6.129637983371577,651.5284646074663,46.367892848618155,52.72531781286499,12,excellent,very_fast,low,high,4.350219135712157e-06,223850.79225223514,scheduler_polynomial,temperature_scheduler,3,Temperature scheduler: polynomial
37,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16851905345916748,895.8895324634286,0.874892121546317,46877235803.042175,46.877235803042176,50,8.425952672958374,8.425952672958374,0.1155715012648055,0.020773409167969832,1.1130515134584473,5.778575063240275,5.5634345008234485,627.1226727244,30.63130744935474,64.09199896509246,12,excellent,very_fast,low,medium,4.193734889297586e-06,232203.51922701125,scheduler_no_scheduling,temperature_scheduler,1,Temperature scheduler: no_scheduling
38,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.0,0.0,0.0,success,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown,unknown,unknown,unknown,0.0,0.0,scheduler_no_scheduling,temperature_scheduler,2,Temperature scheduler: no_scheduling
39,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:42:30,0.9738,0.92511,0.87642,success,0.16930699348449707,1002.8057706011648,0.9793025103527,54128221195.78361,54.12822119578361,50,8.465349674224854,8.465349674224854,0.11503364154761486,0.0179906152185887,0.994381194478182,5.751682077380742,6.3940915944195735,701.9640394208153,31.08098822770019,64.95711959129615,12,excellent,very_fast,low,high,4.71616750192743e-06,206481.21586055242,scheduler_no_scheduling,temperature_scheduler,3,Temperature scheduler: no_scheduling
